pickup_location,dropoff_location,order_time,dispatch_time,estimated_delivery_time,actual_delivery_time,delivery_distance_km,num_items,traffic_level,vehicle_type
Dublin 11,Dublin 14,19-01-2024 13:20,19-01-2024 13:29,19-01-2024 14:00,19-01-2024 13:58,10.9,3,Medium,Bike
Dublin 8,Dublin 6,04-01-2024 14:27,04-01-2024 14:37,04-01-2024 14:45,04-01-2024 14:44,2.88,6,High,Car
Dublin 9,Dublin 4,07-01-2024 03:57,07-01-2024 04:03,07-01-2024 04:16,07-01-2024 04:18,5.37,5,Low,Van
Dublin 11,Dublin 1,09-02-2024 16:55,09-02-2024 17:04,09-02-2024 17:15,09-02-2024 17:12,4.55,3,Medium,Van
Dublin 4,Dublin 8,13-02-2024 03:12,13-02-2024 03:14,13-02-2024 03:27,13-02-2024 03:29,3.76,7,High,Bike
Dublin 2,Dublin 1,19-02-2024 23:45,19-02-2024 23:46,19-02-2024 23:53,19-02-2024 23:53,2.01,5,Medium,Van
Dublin 1,Dublin 4,17-01-2024 16:08,17-01-2024 16:23,17-01-2024 16:34,17-01-2024 16:34,4.01,1,Low,Car
Dublin 9,Dublin 2,17-01-2024 14:44,17-01-2024 14:46,17-01-2024 15:05,17-01-2024 15:05,5.25,2,High,Car
Dublin 4,Dublin 6,15-01-2024 06:52,15-01-2024 07:01,15-01-2024 07:11,15-01-2024 07:10,3.19,1,Medium,Bike
Dublin 4,Dublin 11,22-01-2024 07:55,22-01-2024 08:06,22-01-2024 08:20,22-01-2024 08:18,8.09,6,Low,Car
Dublin 2,Dublin 8,25-01-2024 08:53,25-01-2024 08:59,25-01-2024 09:02,25-01-2024 09:02,1.44,2,Low,Bike
Dublin 1,Dublin 8,30-01-2024 15:05,30-01-2024 15:07,30-01-2024 15:18,30-01-2024 15:17,3.03,5,High,Car
Dublin 12,Dublin 14,15-02-2024 20:21,15-02-2024 20:34,15-02-2024 20:44,15-02-2024 20:43,5.93,2,Low,Bike
Dublin 2,Dublin 9,25-02-2024 10:44,25-02-2024 10:46,25-02-2024 10:56,25-02-2024 10:56,4.53,6,Low,Bike
Dublin 6,Dublin 4,06-02-2024 03:03,06-02-2024 03:07,06-02-2024 03:14,06-02-2024 03:12,3.09,1,Medium,Car
Dublin 1,Dublin 6,18-01-2024 19:59,18-01-2024 20:11,18-01-2024 20:19,18-01-2024 20:19,3.76,7,Medium,Car
Dublin 2,Dublin 1,01-02-2024 09:25,01-02-2024 09:33,01-02-2024 09:36,01-02-2024 09:36,1.41,4,Low,Bike
Dublin 14,Dublin 2,02-02-2024 13:20,02-02-2024 13:25,02-02-2024 13:40,02-02-2024 13:39,4.25,5,Medium,Van
Dublin 14,Dublin 12,10-02-2024 02:43,10-02-2024 02:54,10-02-2024 03:07,10-02-2024 03:08,5.26,2,Medium,Bike
Dublin 4,Dublin 6,31-01-2024 08:18,31-01-2024 08:25,31-01-2024 08:30,31-01-2024 08:29,3.03,2,Low,Car
Dublin 1,Dublin 15,26-02-2024 00:50,26-02-2024 01:03,26-02-2024 01:31,26-02-2024 01:27,10.26,1,Medium,Car
Dublin 2,Dublin 15,04-02-2024 06:59,04-02-2024 07:00,04-02-2024 07:29,04-02-2024 07:31,11.49,5,Medium,Car
Dublin 15,Dublin 11,22-02-2024 04:05,22-02-2024 04:15,22-02-2024 04:35,22-02-2024 04:34,6.1,1,Medium,Car
Dublin 2,Dublin 15,29-02-2024 03:22,29-02-2024 03:24,29-02-2024 03:56,29-02-2024 03:55,10.24,1,High,Bike
Dublin 12,Dublin 8,05-02-2024 17:17,05-02-2024 17:19,05-02-2024 17:26,05-02-2024 17:26,4.35,1,Low,Bike
Dublin 1,Dublin 4,27-01-2024 15:29,27-01-2024 15:31,27-01-2024 15:41,27-01-2024 15:40,2.78,3,Medium,Van
Dublin 9,Dublin 14,06-02-2024 10:03,06-02-2024 10:18,06-02-2024 10:33,06-02-2024 10:32,9.38,1,Low,Car
Dublin 9,Dublin 6,19-01-2024 18:48,19-01-2024 18:51,19-01-2024 19:27,19-01-2024 19:31,7.2,3,High,Car
Dublin 15,Dublin 11,07-02-2024 12:09,07-02-2024 12:16,07-02-2024 12:29,07-02-2024 12:28,6.02,1,Medium,Van
Dublin 9,Dublin 14,25-01-2024 18:43,25-01-2024 18:47,25-01-2024 19:06,25-01-2024 19:05,8.67,0,Low,Van
Dublin 1,Dublin 11,02-02-2024 14:29,02-02-2024 14:43,02-02-2024 15:06,02-02-2024 15:05,4.8,3,High,Car
Dublin 8,Dublin 12,20-01-2024 03:38,20-01-2024 03:51,20-01-2024 04:01,20-01-2024 04:02,3.71,4,Medium,Bike
Dublin 8,Dublin 6,08-01-2024 10:46,08-01-2024 10:47,08-01-2024 10:55,08-01-2024 10:54,3.05,2,Medium,Bike
Dublin 1,Dublin 6,06-01-2024 08:13,06-01-2024 08:24,06-01-2024 08:32,06-01-2024 08:32,3.18,2,Medium,Car
Dublin 1,Dublin 14,27-02-2024 15:27,27-02-2024 15:36,27-02-2024 15:53,27-02-2024 15:54,5.8,1,High,Car
Dublin 15,Dublin 12,25-02-2024 15:59,25-02-2024 16:03,25-02-2024 16:29,25-02-2024 16:28,9.5,1,High,Bike
Dublin 8,Dublin 4,18-01-2024 11:26,18-01-2024 11:28,18-01-2024 11:37,18-01-2024 11:38,4.01,2,Low,Bike
Dublin 2,Dublin 4,01-02-2024 19:00,01-02-2024 19:12,01-02-2024 19:20,01-02-2024 19:20,3.11,5,High,Car
Dublin 11,Dublin 4,28-02-2024 19:59,28-02-2024 20:12,28-02-2024 20:27,28-02-2024 20:25,8,4,Low,Car
Dublin 14,Dublin 1,26-01-2024 03:21,26-01-2024 03:22,26-01-2024 03:33,26-01-2024 03:34,5.37,2,Medium,Car
Dublin 15,Dublin 2,30-01-2024 04:25,30-01-2024 04:27,30-01-2024 04:59,30-01-2024 05:00,10.69,2,Medium,Bike
Dublin 1,Dublin 9,06-01-2024 18:09,06-01-2024 18:18,06-01-2024 18:26,06-01-2024 18:26,3.53,4,Medium,Car
Dublin 8,Dublin 12,27-02-2024 14:36,27-02-2024 14:41,27-02-2024 14:48,27-02-2024 14:48,3.33,3,Medium,Car
Dublin 6,Dublin 11,24-01-2024 12:18,24-01-2024 12:20,24-01-2024 12:55,24-01-2024 12:46,8.04,1,High,Car
Dublin 12,Dublin 4,30-01-2024 11:38,30-01-2024 11:50,30-01-2024 12:08,30-01-2024 12:08,7.14,2,Low,Car
Dublin 4,Dublin 8,01-02-2024 07:59,01-02-2024 08:03,01-02-2024 08:14,01-02-2024 08:14,4.68,4,Medium,Bike
Dublin 8,Dublin 4,24-01-2024 09:47,24-01-2024 09:48,24-01-2024 10:07,24-01-2024 10:05,5.37,2,Medium,Bike
Dublin 8,Dublin 4,03-02-2024 18:37,03-02-2024 18:48,03-02-2024 18:56,03-02-2024 18:55,4.15,4,Low,Car
Dublin 11,Dublin 14,29-02-2024 14:52,29-02-2024 14:58,29-02-2024 15:29,29-02-2024 15:32,9.53,2,Medium,Car
Dublin 11,Dublin 14,17-01-2024 10:30,17-01-2024 10:31,17-01-2024 10:58,17-01-2024 10:59,10.79,1,Medium,Car
Dublin 4,Dublin 8,05-02-2024 07:14,05-02-2024 07:21,05-02-2024 07:29,05-02-2024 07:29,3.42,5,Low,Bike
Dublin 14,Dublin 1,25-02-2024 10:36,25-02-2024 10:49,25-02-2024 11:08,25-02-2024 11:07,5.51,1,Medium,Car
Dublin 12,Dublin 15,02-01-2024 17:26,02-01-2024 17:36,02-01-2024 18:06,02-01-2024 18:10,9.52,3,Medium,Van
Dublin 2,Dublin 9,27-02-2024 00:24,27-02-2024 00:26,27-02-2024 00:36,27-02-2024 00:34,4.62,4,Low,Bike
Dublin 2,Dublin 12,06-01-2024 07:52,06-01-2024 07:55,06-01-2024 08:07,06-01-2024 08:08,4.29,6,Medium,Bike
Dublin 12,Dublin 15,13-02-2024 11:22,13-02-2024 11:23,13-02-2024 11:55,13-02-2024 11:55,8.62,1,Medium,Van
Dublin 6,Dublin 12,13-02-2024 21:30,13-02-2024 21:45,13-02-2024 21:57,13-02-2024 22:00,4.39,2,Medium,Car
Dublin 6,Dublin 12,09-01-2024 04:46,09-01-2024 04:54,09-01-2024 05:00,09-01-2024 05:00,3.54,3,Low,Bike
Dublin 6,Dublin 1,02-01-2024 00:09,02-01-2024 00:13,02-01-2024 00:31,02-01-2024 00:36,4.26,5,High,Van
Dublin 15,Dublin 11,26-01-2024 01:20,26-01-2024 01:28,26-01-2024 01:43,26-01-2024 01:42,7.14,5,Medium,Bike
Dublin 6,Dublin 2,10-01-2024 11:19,10-01-2024 11:25,10-01-2024 11:30,10-01-2024 11:30,2.45,3,Low,Bike
Dublin 8,Dublin 14,28-01-2024 17:50,28-01-2024 17:53,28-01-2024 18:02,28-01-2024 18:03,4.91,1,Low,Bike
Dublin 9,Dublin 8,20-01-2024 15:42,20-01-2024 15:43,20-01-2024 15:54,20-01-2024 15:55,5.26,1,Medium,Bike
Dublin 6,Dublin 8,22-02-2024 01:40,22-02-2024 01:42,22-02-2024 01:48,22-02-2024 01:48,2.51,2,Low,Bike
Dublin 9,Dublin 6,04-02-2024 20:17,04-02-2024 20:24,04-02-2024 20:43,04-02-2024 20:42,5.99,4,Medium,Bike
Dublin 6,Dublin 9,08-01-2024 22:20,08-01-2024 22:32,08-01-2024 22:57,08-01-2024 22:56,6.38,3,High,Bike
Dublin 4,Dublin 6,14-01-2024 00:05,14-01-2024 00:20,14-01-2024 00:31,14-01-2024 00:31,3.51,0,Medium,Bike
Dublin 9,Dublin 4,24-02-2024 13:04,24-02-2024 13:12,24-02-2024 13:26,24-02-2024 13:26,5.44,4,Medium,Car
Dublin 15,Dublin 11,02-02-2024 16:08,02-02-2024 16:16,02-02-2024 16:32,02-02-2024 16:35,6.24,3,Medium,Van
Dublin 6,Dublin 9,17-01-2024 09:05,17-01-2024 09:07,17-01-2024 09:23,17-01-2024 09:23,6.22,0,Medium,Van
Dublin 11,Dublin 8,01-01-2024 22:14,01-01-2024 22:21,01-01-2024 22:36,01-01-2024 22:36,5.66,1,Low,Van
Dublin 2,Dublin 9,26-01-2024 21:36,26-01-2024 21:37,26-01-2024 21:49,26-01-2024 21:48,4.85,0,Low,Car
Dublin 6,Dublin 1,11-02-2024 12:36,11-02-2024 12:51,11-02-2024 13:06,11-02-2024 13:05,4.31,2,Medium,Bike
Dublin 12,Dublin 1,18-01-2024 14:07,18-01-2024 14:18,18-01-2024 14:34,18-01-2024 14:34,6.01,2,Low,Bike
Dublin 1,Dublin 9,12-01-2024 17:52,12-01-2024 17:59,12-01-2024 18:08,12-01-2024 18:07,2.83,4,High,Bike
Dublin 11,Dublin 8,16-01-2024 13:06,16-01-2024 13:14,16-01-2024 13:32,16-01-2024 13:32,6.14,6,High,Bike
Dublin 11,Dublin 8,29-01-2024 20:23,29-01-2024 20:28,29-01-2024 20:40,29-01-2024 20:38,5.7,1,Low,Car
Dublin 12,Dublin 15,09-02-2024 18:59,09-02-2024 19:07,09-02-2024 19:34,09-02-2024 19:36,9.45,3,Medium,Car
Dublin 4,Dublin 11,24-02-2024 13:40,24-02-2024 13:49,24-02-2024 14:17,24-02-2024 14:13,8.67,1,Medium,Van
Dublin 2,Dublin 6,20-01-2024 02:17,20-01-2024 02:21,20-01-2024 02:26,20-01-2024 02:26,2.66,0,Low,Car
Dublin 14,Dublin 4,09-01-2024 22:43,09-01-2024 22:57,09-01-2024 23:09,09-01-2024 23:11,3.74,0,Medium,Van
Dublin 12,Dublin 2,25-02-2024 05:19,25-02-2024 05:29,25-02-2024 05:43,25-02-2024 05:45,4.58,5,Medium,Car
Dublin 15,Dublin 2,19-02-2024 11:47,19-02-2024 11:53,19-02-2024 12:13,19-02-2024 12:11,11.32,5,Low,Bike
Dublin 2,Dublin 11,05-01-2024 02:54,05-01-2024 03:07,05-01-2024 03:23,05-01-2024 03:23,6.67,0,Low,Van
Dublin 4,Dublin 11,03-01-2024 23:53,04-01-2024 00:07,04-01-2024 00:24,04-01-2024 00:25,8.11,5,Medium,Van
Dublin 14,Dublin 12,21-02-2024 21:07,21-02-2024 21:13,21-02-2024 21:32,21-02-2024 21:28,5.21,3,Medium,Car
Dublin 1,Dublin 15,04-02-2024 22:54,04-02-2024 23:01,04-02-2024 23:18,04-02-2024 23:16,11.2,1,Low,Car
Dublin 15,Dublin 6,15-01-2024 17:12,15-01-2024 17:24,15-01-2024 17:49,15-01-2024 17:51,12.55,3,Medium,Car
Dublin 1,Dublin 14,16-02-2024 06:29,16-02-2024 06:35,16-02-2024 06:57,16-02-2024 06:57,5.97,1,Medium,Car
Dublin 6,Dublin 1,21-01-2024 14:13,21-01-2024 14:18,21-01-2024 14:24,21-01-2024 14:24,3.02,3,Medium,Car
Dublin 2,Dublin 4,05-01-2024 19:37,05-01-2024 19:40,05-01-2024 19:50,05-01-2024 19:48,2.64,6,Medium,Van
Dublin 4,Dublin 6,18-02-2024 09:47,18-02-2024 09:58,18-02-2024 10:10,18-02-2024 10:09,3.18,1,High,Car
Dublin 9,Dublin 2,14-01-2024 00:17,14-01-2024 00:27,14-01-2024 00:37,14-01-2024 00:38,4.83,3,Medium,Bike
Dublin 4,Dublin 6,05-01-2024 11:51,05-01-2024 12:04,05-01-2024 12:12,05-01-2024 12:13,3.68,3,Low,Car
Dublin 6,Dublin 15,19-02-2024 13:42,19-02-2024 13:52,19-02-2024 14:36,19-02-2024 14:40,12.05,6,Medium,Car
Dublin 6,Dublin 15,23-02-2024 08:37,23-02-2024 08:45,23-02-2024 09:17,23-02-2024 09:14,11.93,1,Medium,Car
Dublin 14,Dublin 12,25-02-2024 02:14,25-02-2024 02:17,25-02-2024 02:26,25-02-2024 02:28,4.69,3,Medium,Bike
Dublin 12,Dublin 14,15-01-2024 13:36,15-01-2024 13:40,15-01-2024 13:55,15-01-2024 13:55,6.3,3,Medium,Car
Dublin 4,Dublin 15,05-02-2024 05:05,05-02-2024 05:18,05-02-2024 05:53,05-02-2024 05:51,12.84,4,High,Car
Dublin 2,Dublin 8,24-01-2024 14:39,24-01-2024 14:50,24-01-2024 14:55,24-01-2024 14:54,2.36,2,Low,Bike
Dublin 8,Dublin 6,03-01-2024 11:38,03-01-2024 11:53,03-01-2024 11:59,03-01-2024 11:59,2.7,4,Medium,Bike
Dublin 2,Dublin 8,21-02-2024 00:58,21-02-2024 01:09,21-02-2024 01:13,21-02-2024 01:13,1.9,1,Low,Car
Dublin 15,Dublin 14,10-02-2024 07:06,10-02-2024 07:09,10-02-2024 07:34,10-02-2024 07:35,15.29,5,Low,Car
Dublin 2,Dublin 6,02-01-2024 06:03,02-01-2024 06:16,02-01-2024 06:21,02-01-2024 06:21,2.17,4,Low,Van
Dublin 6,Dublin 15,12-01-2024 05:21,12-01-2024 05:26,12-01-2024 06:06,12-01-2024 06:08,12.42,5,High,Car
Dublin 2,Dublin 12,24-02-2024 02:48,24-02-2024 02:55,24-02-2024 03:10,24-02-2024 03:09,5.87,0,Low,Car
Dublin 1,Dublin 12,26-01-2024 18:43,26-01-2024 18:53,26-01-2024 19:20,26-01-2024 19:20,5.62,1,High,Bike
Dublin 6,Dublin 4,10-02-2024 11:25,10-02-2024 11:27,10-02-2024 11:38,10-02-2024 11:38,3.34,4,High,Car
Dublin 1,Dublin 4,17-02-2024 16:08,17-02-2024 16:13,17-02-2024 16:26,17-02-2024 16:28,4.08,3,High,Car
Dublin 2,Dublin 11,09-01-2024 04:53,09-01-2024 05:04,09-01-2024 05:22,09-01-2024 05:20,5.64,3,Medium,Car
Dublin 11,Dublin 4,26-01-2024 04:23,26-01-2024 04:37,26-01-2024 04:53,26-01-2024 04:54,9.23,9,Low,Car
Dublin 2,Dublin 11,22-01-2024 12:13,22-01-2024 12:16,22-01-2024 12:34,22-01-2024 12:37,6.8,1,Low,Car
Dublin 9,Dublin 12,28-01-2024 02:48,28-01-2024 02:50,28-01-2024 03:07,28-01-2024 03:09,8.5,5,Low,Van
Dublin 4,Dublin 11,31-01-2024 18:57,31-01-2024 19:07,31-01-2024 19:21,31-01-2024 19:23,8.03,5,Low,Bike
Dublin 14,Dublin 6,18-02-2024 05:54,18-02-2024 06:00,18-02-2024 06:07,18-02-2024 06:08,3.19,2,Low,Bike
Dublin 14,Dublin 2,12-01-2024 03:07,12-01-2024 03:14,12-01-2024 03:22,12-01-2024 03:21,4.87,2,Low,Car
Dublin 11,Dublin 14,26-01-2024 08:05,26-01-2024 08:18,26-01-2024 08:41,26-01-2024 08:43,10.82,3,Medium,Bike
Dublin 15,Dublin 1,10-01-2024 11:28,10-01-2024 11:41,10-01-2024 12:06,10-01-2024 12:09,9.88,2,Low,Car
Dublin 2,Dublin 9,17-02-2024 19:02,17-02-2024 19:15,17-02-2024 19:31,17-02-2024 19:30,5.71,3,High,Van
Dublin 2,Dublin 14,03-02-2024 19:07,03-02-2024 19:16,03-02-2024 19:27,03-02-2024 19:28,4.2,4,Low,Van
Dublin 2,Dublin 8,05-02-2024 06:49,05-02-2024 06:50,05-02-2024 06:55,05-02-2024 06:56,3.09,5,Low,Bike
Dublin 9,Dublin 15,06-02-2024 11:43,06-02-2024 11:52,06-02-2024 12:11,06-02-2024 12:09,10.15,0,Low,Bike
Dublin 8,Dublin 1,19-02-2024 06:57,19-02-2024 06:59,19-02-2024 07:05,19-02-2024 07:04,1.93,1,High,Bike
Dublin 6,Dublin 2,06-02-2024 15:52,06-02-2024 16:00,06-02-2024 16:10,06-02-2024 16:10,2.82,2,High,Bike
Dublin 2,Dublin 11,21-02-2024 09:28,21-02-2024 09:38,21-02-2024 09:50,21-02-2024 09:50,6.27,2,Low,Car
Dublin 14,Dublin 8,12-02-2024 23:31,12-02-2024 23:40,12-02-2024 23:50,12-02-2024 23:49,4.39,1,Medium,Van
Dublin 14,Dublin 2,26-02-2024 08:59,26-02-2024 09:03,26-02-2024 09:16,26-02-2024 09:15,3.8,1,High,Bike
Dublin 12,Dublin 1,02-02-2024 00:24,02-02-2024 00:26,02-02-2024 00:35,02-02-2024 00:33,5.18,4,Low,Car
Dublin 8,Dublin 12,22-01-2024 12:06,22-01-2024 12:07,22-01-2024 12:18,22-01-2024 12:20,3.29,2,High,Bike
Dublin 14,Dublin 4,09-01-2024 22:08,09-01-2024 22:12,09-01-2024 22:24,09-01-2024 22:25,4.19,6,Low,Bike
Dublin 14,Dublin 4,29-01-2024 15:29,29-01-2024 15:40,29-01-2024 15:56,29-01-2024 15:55,3.46,4,High,Car
Dublin 6,Dublin 1,26-01-2024 06:37,26-01-2024 06:50,26-01-2024 06:58,26-01-2024 06:58,3.48,0,Low,Car
Dublin 15,Dublin 8,14-01-2024 16:26,14-01-2024 16:39,14-01-2024 17:07,14-01-2024 17:08,10,4,Medium,Bike
Dublin 1,Dublin 2,24-02-2024 02:30,24-02-2024 02:38,24-02-2024 02:43,24-02-2024 02:43,2.15,6,Medium,Car
Dublin 6,Dublin 8,03-02-2024 01:46,03-02-2024 01:47,03-02-2024 01:56,03-02-2024 01:55,3.28,5,Low,Bike
Dublin 2,Dublin 6,27-02-2024 15:26,27-02-2024 15:27,27-02-2024 15:33,27-02-2024 15:34,2.79,7,Low,Bike
Dublin 11,Dublin 2,13-02-2024 17:23,13-02-2024 17:24,13-02-2024 17:38,13-02-2024 17:38,6.89,1,Medium,Bike
Dublin 11,Dublin 14,25-01-2024 16:39,25-01-2024 16:53,25-01-2024 17:15,25-01-2024 17:12,10.28,0,Medium,Car
Dublin 4,Dublin 1,24-02-2024 21:13,24-02-2024 21:22,24-02-2024 21:30,24-02-2024 21:29,3.11,3,Medium,Car
Dublin 2,Dublin 14,10-01-2024 22:40,10-01-2024 22:49,10-01-2024 23:03,10-01-2024 23:06,5.02,5,Medium,Bike
Dublin 8,Dublin 1,31-01-2024 01:23,31-01-2024 01:29,31-01-2024 01:33,31-01-2024 01:33,1.92,1,Medium,Bike
Dublin 12,Dublin 4,08-01-2024 21:11,08-01-2024 21:24,08-01-2024 21:39,08-01-2024 21:38,7.89,4,Low,Van
Dublin 11,Dublin 4,03-01-2024 15:55,03-01-2024 16:07,03-01-2024 16:45,03-01-2024 16:48,7.99,1,High,Bike
Dublin 8,Dublin 15,28-01-2024 03:26,28-01-2024 03:28,28-01-2024 03:49,28-01-2024 03:51,9.15,2,Medium,Van
Dublin 2,Dublin 15,03-01-2024 22:25,03-01-2024 22:27,03-01-2024 22:51,03-01-2024 22:47,10.57,1,Medium,Bike
Dublin 14,Dublin 11,23-01-2024 10:22,23-01-2024 10:36,23-01-2024 11:13,23-01-2024 11:11,10.36,1,Medium,Car
Dublin 9,Dublin 14,22-02-2024 18:12,22-02-2024 18:16,22-02-2024 18:46,22-02-2024 18:45,8.81,3,High,Bike
Dublin 1,Dublin 8,14-02-2024 03:41,14-02-2024 03:42,14-02-2024 03:47,14-02-2024 03:47,2.47,5,Medium,Car
Dublin 2,Dublin 4,08-02-2024 05:54,08-02-2024 06:00,08-02-2024 06:08,08-02-2024 06:07,2.7,2,Medium,Van
Dublin 8,Dublin 2,09-02-2024 07:49,09-02-2024 07:55,09-02-2024 07:59,09-02-2024 07:59,1.28,3,Medium,Bike
Dublin 12,Dublin 2,08-01-2024 21:37,08-01-2024 21:51,08-01-2024 22:07,08-01-2024 22:07,5.45,4,Low,Car
Dublin 2,Dublin 14,01-03-2024 03:32,01-03-2024 03:33,01-03-2024 03:43,01-03-2024 03:44,3.99,3,Medium,Car
Dublin 6,Dublin 9,22-02-2024 04:28,22-02-2024 04:35,22-02-2024 04:53,22-02-2024 04:54,7.5,3,Medium,Bike
Dublin 11,Dublin 4,03-02-2024 05:47,03-02-2024 05:59,03-02-2024 06:38,03-02-2024 06:40,8.73,6,High,Car
Dublin 2,Dublin 9,03-01-2024 21:46,03-01-2024 21:58,03-01-2024 22:08,03-01-2024 22:09,4.73,3,Medium,Van
Dublin 6,Dublin 9,25-02-2024 14:53,25-02-2024 15:06,25-02-2024 15:23,25-02-2024 15:21,6.99,3,Medium,Car
Dublin 14,Dublin 11,07-01-2024 07:15,07-01-2024 07:24,07-01-2024 07:47,07-01-2024 07:48,10.51,5,Medium,Car
Dublin 14,Dublin 6,02-01-2024 05:56,02-01-2024 06:10,02-01-2024 06:17,02-01-2024 06:17,3.14,3,Low,Bike
Dublin 15,Dublin 12,19-02-2024 12:03,19-02-2024 12:09,19-02-2024 12:26,19-02-2024 12:25,10.3,1,Low,Bike
Dublin 1,Dublin 2,23-01-2024 05:15,23-01-2024 05:19,23-01-2024 05:23,23-01-2024 05:23,1.34,6,High,Van
Dublin 1,Dublin 15,02-01-2024 13:54,02-01-2024 13:59,02-01-2024 14:25,02-01-2024 14:25,10.75,6,Low,Van
Dublin 11,Dublin 9,20-02-2024 18:32,20-02-2024 18:37,20-02-2024 18:45,20-02-2024 18:45,3.04,4,High,Car
Dublin 1,Dublin 2,29-01-2024 00:10,29-01-2024 00:11,29-01-2024 00:17,29-01-2024 00:18,1.81,2,High,Car
Dublin 4,Dublin 9,11-02-2024 07:16,11-02-2024 07:25,11-02-2024 07:39,11-02-2024 07:40,5.92,5,Medium,Van
Dublin 15,Dublin 1,25-02-2024 22:04,25-02-2024 22:10,25-02-2024 22:44,25-02-2024 22:43,9.89,3,Medium,Van
Dublin 15,Dublin 1,26-01-2024 00:31,26-01-2024 00:38,26-01-2024 00:59,26-01-2024 00:54,11.07,3,Low,Bike
Dublin 15,Dublin 2,17-02-2024 07:57,17-02-2024 08:10,17-02-2024 08:31,17-02-2024 08:28,10.54,3,Low,Van
Dublin 14,Dublin 6,04-02-2024 22:58,04-02-2024 23:01,04-02-2024 23:04,04-02-2024 23:04,1.65,3,Medium,Car
Dublin 11,Dublin 6,05-02-2024 17:27,05-02-2024 17:35,05-02-2024 17:59,05-02-2024 18:02,8.89,3,Medium,Bike
Dublin 12,Dublin 9,18-01-2024 04:36,18-01-2024 04:46,18-01-2024 05:05,18-01-2024 05:04,9.41,3,Medium,Car
Dublin 8,Dublin 4,05-02-2024 08:27,05-02-2024 08:37,05-02-2024 08:44,05-02-2024 08:45,4.51,3,Low,Car
Dublin 15,Dublin 12,19-02-2024 11:21,19-02-2024 11:30,19-02-2024 11:55,19-02-2024 11:52,10.64,3,Medium,Bike
Dublin 4,Dublin 8,31-01-2024 04:16,31-01-2024 04:30,31-01-2024 04:38,31-01-2024 04:39,4.01,2,Low,Van
Dublin 1,Dublin 9,04-01-2024 19:23,04-01-2024 19:36,04-01-2024 19:42,04-01-2024 19:42,3.04,3,Medium,Bike
Dublin 9,Dublin 1,30-01-2024 15:39,30-01-2024 15:46,30-01-2024 15:55,30-01-2024 15:55,3.78,3,Low,Van
Dublin 2,Dublin 14,19-02-2024 04:20,19-02-2024 04:29,19-02-2024 04:38,19-02-2024 04:38,4.54,4,Medium,Car
Dublin 15,Dublin 9,03-01-2024 14:34,03-01-2024 14:36,03-01-2024 14:54,03-01-2024 14:54,9.61,2,Low,Van
Dublin 6,Dublin 14,12-02-2024 07:43,12-02-2024 07:44,12-02-2024 07:52,12-02-2024 07:53,2.78,6,Medium,Car
Dublin 8,Dublin 4,03-01-2024 07:57,03-01-2024 07:59,03-01-2024 08:05,03-01-2024 08:05,3.69,5,Low,Van
Dublin 14,Dublin 8,20-01-2024 14:40,20-01-2024 14:49,20-01-2024 15:03,20-01-2024 15:03,4.88,3,High,Car
Dublin 2,Dublin 8,02-01-2024 20:22,02-01-2024 20:27,02-01-2024 20:34,02-01-2024 20:33,2.25,0,Medium,Car
Dublin 6,Dublin 9,10-02-2024 09:17,10-02-2024 09:32,10-02-2024 09:52,10-02-2024 09:50,6.32,3,Medium,Car
Dublin 12,Dublin 6,22-01-2024 12:07,22-01-2024 12:08,22-01-2024 12:18,22-01-2024 12:18,4.08,4,Medium,Bike
Dublin 9,Dublin 8,29-01-2024 12:57,29-01-2024 13:04,29-01-2024 13:20,29-01-2024 13:18,5.35,2,Medium,Van
Dublin 4,Dublin 2,05-01-2024 03:44,05-01-2024 03:58,05-01-2024 04:07,05-01-2024 04:06,2.44,2,High,Van
Dublin 11,Dublin 14,08-02-2024 10:25,08-02-2024 10:27,08-02-2024 10:52,08-02-2024 10:52,11.36,3,Medium,Car
Dublin 1,Dublin 12,21-02-2024 21:02,21-02-2024 21:17,21-02-2024 21:27,21-02-2024 21:27,5.26,5,Low,Car
Dublin 15,Dublin 14,26-01-2024 17:19,26-01-2024 17:26,26-01-2024 18:20,26-01-2024 18:19,14.82,3,Medium,Bike
Dublin 15,Dublin 9,12-01-2024 01:59,12-01-2024 02:01,12-01-2024 02:32,12-01-2024 02:28,9.7,4,Medium,Van
Dublin 11,Dublin 4,30-01-2024 07:48,30-01-2024 07:56,30-01-2024 08:27,30-01-2024 08:24,8.99,2,Medium,Bike
Dublin 15,Dublin 1,14-01-2024 07:16,14-01-2024 07:25,14-01-2024 07:45,14-01-2024 07:46,9.89,1,Low,Van
Dublin 15,Dublin 9,04-02-2024 08:11,04-02-2024 08:12,04-02-2024 08:42,04-02-2024 08:45,10.6,1,Low,Bike
Dublin 8,Dublin 2,01-02-2024 16:18,01-02-2024 16:25,01-02-2024 16:31,01-02-2024 16:32,2.27,2,High,Bike
Dublin 6,Dublin 1,04-02-2024 09:49,04-02-2024 10:01,04-02-2024 10:14,04-02-2024 10:16,3.99,4,Medium,Bike
Dublin 4,Dublin 1,16-01-2024 05:44,16-01-2024 05:46,16-01-2024 05:54,16-01-2024 05:54,3.21,3,Medium,Bike
Dublin 14,Dublin 6,21-02-2024 17:03,21-02-2024 17:15,21-02-2024 17:21,21-02-2024 17:21,2.47,2,Low,Bike
Dublin 6,Dublin 12,06-02-2024 01:15,06-02-2024 01:27,06-02-2024 01:34,06-02-2024 01:33,3.44,5,Medium,Car
